,0,1,2,3,4,5,6,7
1334,0.34778225851746797,0.07486828435768797,4.061969504911424,-1.0508260181653883,0.29654578520691255,-0.9785019368004536,0.354732612059187,-0.3896115298844547
1357,-0.807998360882281,0.2220406806916122,0.9668968286107679,-0.26888995267588234,0.3529952955144312,-2.3161208263273076,1.2478202883361833,-0.2729051532058471
4,-1.737270849424818,0.8525034795146242,-1.0348494459079203,0.19893304315176807,0.15052595706713132,0.4348541667674929,0.5850209879966712,0.3080251685283993
560,1.1731422565663712,-1.6126104970355162,-1.2600562561259518,-1.175158592334554,-0.7221577121922864,-0.328877932748614,-0.3487433315963483,0.7135716397346613
2066,-0.961048132730914,0.17437341181014138,-0.36653952251101896,0.5910321166104532,-0.09452273446208734,-0.7829823573242115,-0.6279629195055548,-0.2596992114353919
1422,-1.3802867289948066,0.780342998120378,-0.15515537734623686,0.034057551455573855,0.13250113602651242,0.7924979540725334,0.3385811483368297,0.2736607815657817
430,2.894317060043386,-2.2041455395587137,-2.3465800207668535,-2.1132552354722036,-1.1875888924577047,0.6588951624242649,0.7898093054310296,-2.69240524854854
2357,-1.0466640733212458,0.22173846188017637,-0.5087862503899797,0.5451636712115272,-0.08165758241031144,-0.8327443850674562,-0.611485143435859,-0.2634274418832401
2130,-0.5007164285726844,0.06399598929009445,0.7430772088306572,0.4310371017440341,-0.1317887618856399,-0.311914502701963,-0.9067848981473356,-0.2856154086897532
2052,-0.8496963869308677,0.14830186676483517,-0.09204302399793073,0.5486038244152696,-0.10456150283276476,-0.6642730201320108,-0.6962500716522572,-0.2646223525217344
2323,0.5876249181126684,-0.3369565103107451,1.24260574935773,-0.4460876293474189,-0.3729429093951955,0.47834101356447983,-0.83007579686172,-1.1446165056094637
2031,-0.5028876895489015,0.07154972847327593,0.7421123240565515,0.4180276126010341,-0.12726423306667178,-0.3134974910475345,-0.9136560531365647,-0.29148945524353675
2411,-0.5890019685185196,0.13459384035878466,0.6640463029959578,0.3131924614051996,-0.11628563553420077,-0.3240573440859662,-0.9223141758723956,-0.2928126203143915
973,-1.2016224279375078,0.9038022266809003,0.7085134843646508,-0.521130519319366,0.15084863136357993,1.2227592220304897,-0.0027289604161333104,0.21646211973610172
589,1.42394935010093,-1.9885471485726873,-2.2694983519488123,-2.087775612105563,-0.82292028345831,-0.6231398731062692,-0.36565666716964423,1.5639943384438877
782,2.883314464346573,-2.6505227280239403,0.22741384904672837,-3.8406941880742855,-0.5993901697324973,-1.5180201933206796,1.077812636099437,2.4014297883295868
1831,-0.6589890007457703,0.1407393110526766,1.2605636729351042,-0.21455420465283698,0.321925158869529,-2.1982979810967445,1.2118925396539793,-0.2546775147469793
223,6.309121743839083,-6.365141305782085,1.9443753791905407,6.376350958918726,-2.684384464304835,2.1430095074934044,2.8507237001868844,1.503427279442885
1867,-1.7937872183458243,0.8327083362533003,-1.253358935633127,0.3097342436588275,0.15053318357244558,0.3205060524012748,0.6574028600744971,0.31834045897101676
279,4.315940871909263,-3.1997938547908658,-0.11779814135385203,1.671863014451683,-1.686427905446103,1.6734403898195724,1.8177375292463642,-2.9586911310650965
345,2.0119800611164242,-2.070709680706752,1.1157064405528878,1.0226063872802076,-0.9188592828864457,0.5395369109002895,-0.09438813817039311,0.09003141562350842
1753,-0.4194722711107242,0.12284057069773423,0.2699311669049862,-0.7823406530399052,-0.06163542348011473,1.0994519133181953,0.07243984575380877,1.1323939441805007
554,5.331978880377822,-1.7612855547454966,1.8450984671285244,-2.7607429570666637,2.496938243604947,-0.1463911101982317,0.9663106113193626,-0.16037813608374762
213,2.07940137434958,-2.8449209562745694,1.130929588998847,4.578778492680857,-1.2751165340726973,0.3676702367217619,1.0345072005074138,1.5882986471498721
712,0.13645778924258287,-0.6032513535678248,1.0546756294385375,1.7056253887911768,-0.32495597675615107,-0.29115268873276295,-0.5425833411299366,-0.12360000766573352
